InvoiceId,ItemCount,ProductId,Quantity,Cost
2802,4,445375,8,250.8
2803,0,704779,2,136.48
2803,1,60096,1,25.51
2803,2,880426,4,15
2804,0,170028,7,60.550000000000004
2804,1,576097,5,388.84999999999997
2804,2,500078,8,613.04
2804,3,930237,10,847.0999999999999
2804,4,450315,19,1099.15
2804,5,820721,19,592.99
2804,6,436596,7,254.38000000000002
2805,0,938112,2,141.9
2805,1,808896,4,205.2
2805,2,187434,7,1.75
2805,3,85425,4,136.72
2805,4,457386,13,107.12
2805,5,557466,5,375.05
2806,0,356350,4,49.56
2806,1,383761,15,388.5
2807,0,50539,18,1447.02
2807,1,834208,5,2.25
2807,2,102420,15,886.65
2807,3,235928,7,191.31
2807,4,156076,2,155.24
2807,5,927379,18,1550.34
2807,6,839414,7,302.60999999999996
2808,0,629544,8,229.28
2808,1,499406,3,99
2808,2,822554,12,836.04
2808,3,931546,11,799.1500000000001
2809,0,737764,1,30.79
2809,1,680487,17,360.57
2809,2,959181,11,1089.33
2809,3,881563,10,202.2
2809,4,815403,1,57.76
2809,5,701929,4,333.24
2810,0,58918,4,201.32
2810,1,203644,4,17.92
2810,2,346373,1,63.92
2810,3,40048,16,498.24
2810,4,941216,6,68.76
2810,5,180469,3,245.49
2811,0,548539,4,221.44
2811,1,440476,5,409.35
2811,2,607976,19,1521.8999999999999
2811,3,141906,19,1465.2800000000002
2811,4,740937,7,248.84999999999997
2812,0,932685,15,536.85
2812,1,660738,6,399.78
2812,2,529693,9,573.39
2812,3,925091,19,1446.8500000000001
2812,4,344862,12,136.56
2813,0,247794,13,1263.21
2813,1,925609,2,56.92
2813,2,935078,11,180.95
2813,3,558820,16,357.6
2813,4,587841,12,1172.16
2813,5,712671,2,61.3
2813,6,744457,14,33.18
2814,0,567966,1,59.61
2814,1,50195,3,216.81
2814,2,387845,9,323.64
2814,3,212804,1,50.84
2814,4,596125,2,33.48
2814,5,946275,11,237.92999999999998
2814,6,484798,3,49.89
2814,7,323348,9,342.54
2814,8,436526,13,287.95
2815,0,607302,11,941.1600000000001
2815,1,101859,15,923.55
2815,2,967226,13,625.69
2815,3,102583,15,490.2
2815,4,880163,11,680.79
2815,5,32136,19,1388.52
2816,0,664941,17,1554.65
2816,1,824914,15,378.29999999999995
2816,2,327715,3,296.25
2817,0,545372,1,43.92
2817,1,62579,5,309.54999999999995
2817,2,855283,17,651.27
2817,3,162365,8,187.12
2818,0,644343,15,851.5500000000001
2818,1,784019,17,1492.6
2818,2,340453,13,998.01
2818,3,556740,16,883.68
2818,4,542685,8,212.56
2818,5,146179,14,815.2199999999999
2818,6,688664,4,155.64
2818,7,311653,5,35.05
2818,8,750085,8,402
2819,0,832039,11,297.77
2819,1,663123,14,74.62
2819,2,308033,16,324.16
2819,3,65822,16,1092.96
2819,4,741764,1,88.54
2819,5,453897,14,293.16
2820,0,12520,6,215.57999999999998
2820,1,923754,9,743.3100000000001
2820,2,394645,1,27.99
2820,3,742780,6,558.36
2820,4,156710,11,947.98
2820,5,41130,13,516.23
2820,6,142659,16,1466.72
2820,7,534289,15,256.8
2821,0,212694,16,1298.08
2821,1,519146,5,326.4
2821,2,837193,6,546.42
2821,3,814650,12,651
2821,4,912727,18,1777.86
2821,5,953924,9,63.99
2821,6,216344,2,165.82
2821,7,411775,11,1056.33
2821,8,33870,17,407.49
2822,0,804628,3,83.01
2822,1,346949,15,1312.35
2822,2,841782,4,370
2822,3,904590,2,99.02
2822,4,839695,17,845.75
2822,5,573286,16,422.88
2822,6,668195,12,1168.1999999999998
2822,7,454483,19,1041.2
2823,0,619018,18,590.58
2824,0,898980,11,531.08
2824,1,347100,1,59.72
2824,2,916772,7,312.76
2825,0,855356,8,660.88
2825,1,580211,3,264.36
2825,2,228683,13,197.08
2825,3,848631,3,284.25
2825,4,692671,1,8.36
2826,0,188144,9,521.5500000000001
2826,1,676820,12,139.68
2826,2,961912,4,389.48
2826,3,174085,6,116.82
2826,4,265471,13,80.86
2826,5,201130,13,1014.26
2826,6,759880,1,32.75
2826,7,528056,12,927.24
2826,8,751807,3,266.96999999999997
2827,0,684610,19,41.61
2827,1,533834,10,799.5
2827,2,708485,4,177.4
2827,3,732747,11,928.29
2827,4,297640,15,1410.15
2827,5,342406,1,51.46
2827,6,898459,5,434.5
2827,7,21369,18,294.84
2827,8,382750,17,1673.82
2828,0,814627,3,6.09
2829,0,851859,10,827.6
2829,1,831748,12,618.36
2829,2,572908,19,28.31
2829,3,563371,19,770.07
2829,4,649146,5,493.25
2829,5,570366,4,272.12
2829,6,377498,19,664.8100000000001
2829,7,936751,4,390.72
2829,8,186682,18,856.26
2830,0,184513,6,431.09999999999997
2830,1,126091,8,501.12
2830,2,870004,5,25.35
2830,3,97376,13,732.5500000000001
2830,4,703730,6,86.76
2830,5,866379,6,470.34000000000003
2830,6,841955,17,809.71
2831,0,715651,1,41.46
2831,1,474146,13,612.1700000000001
2832,0,110628,6,84.96000000000001
2832,1,909771,7,196.91
2832,2,335813,19,29.26
2832,3,777661,8,156.08
2832,4,552897,3,146.97
2832,5,487172,4,177.84
2833,0,604744,11,375.76
2833,1,865033,1,93.89
2833,2,563634,17,148.41
2833,3,121772,17,656.88
2833,4,24986,3,167.97
2833,5,624045,12,646.3199999999999
2833,6,41571,5,314.5
2834,0,710984,18,1084.1399999999999
2834,1,126961,6,151.02
2835,0,166833,16,1562.56
2835,1,180751,14,1075.76
2835,2,317374,15,771.75
2835,3,548461,18,1797.66
2835,4,555468,6,220.5
2836,0,920674,8,361.28
2836,1,555303,15,66.75
2837,0,274094,9,345.42
2837,1,521391,10,251.29999999999998
2837,2,520379,17,182.92
2837,3,508616,14,508.06
2837,4,623150,6,310.44
2838,0,845154,2,9.02
2838,1,338697,15,888.15
2839,0,715137,14,404.59999999999997
2840,0,944002,10,740
2840,1,921771,12,484.08000000000004
2840,2,167223,13,633.75
2840,3,698299,5,325.34999999999997
2840,4,88291,14,920.3599999999999
2840,5,659813,6,87.6
2840,6,409267,7,179.62
2841,0,982550,9,82.53
2841,1,552934,10,198.79999999999998
2841,2,805001,5,492.84999999999997
2841,3,155943,10,572.8
2841,4,318909,11,180.51
2841,5,14711,11,215.82000000000002
2841,6,889208,13,385.06
2842,0,537040,1,28.86
2842,1,271993,16,1488.96
2842,2,991396,5,198.5
2842,3,697085,12,345.84000000000003
2843,0,38234,2,106.38
2843,1,847531,8,199.36
2843,2,466576,14,258.85999999999996
2843,3,194237,17,837.25
2844,0,861995,17,542.3
2844,1,239839,14,1195.18
2844,2,659574,12,1122
2844,3,309131,2,72.36
2844,4,89667,9,700.02
2844,5,748880,13,1222.9099999999999
2844,6,232792,16,92.32
2844,7,632261,7,298.76
2844,8,264215,5,453.5
2845,0,644821,1,62.72
2845,1,588080,12,579.5999999999999
2845,2,754108,18,1066.1399999999999
2845,3,498121,5,365.3
2846,0,661665,7,262.57
2846,1,28158,14,110.18
2846,2,397524,13,310.96000000000004
2846,3,30481,19,1447.42
2846,4,997469,12,65.52
2846,5,223386,2,83.64
2846,6,987606,7,153.09
2846,7,967692,6,154.8
2846,8,767872,2,34.44
2847,0,344930,5,457.35
2847,1,325625,7,67.48
2847,2,466681,4,297.44
2847,3,33963,8,777.92
2847,4,887934,17,604.69
2847,5,106311,2,46.64
2847,6,28147,11,67.65
2848,0,878636,14,247.51999999999998
2848,1,157408,18,681.48
2848,2,706582,1,29.88
2848,3,306615,2,99.88
2849,0,949579,9,773.64
2849,1,798975,8,745.92
2849,2,169923,5,100.3
2849,3,18544,15,1207.05
2849,4,923117,16,432.8
2849,5,634723,8,783.28
2849,6,877351,12,179.88
2850,0,902620,13,464.36
2851,0,329051,18,246.42
2851,1,515325,8,105.44
2851,2,568878,12,1087.68
2851,3,5939,15,472.34999999999997
2851,4,659093,12,688.5600000000001
2851,5,106593,3,70.80000000000001
2851,6,553235,16,643.84
2851,7,595245,8,433.04
2852,0,810882,4,101.04
2852,1,878836,6,312
2852,2,21166,18,213.66
2852,3,613496,2,25.3
2852,4,191679,19,1582.5100000000002
2853,0,329128,9,61.56
2853,1,180670,4,221.12
2853,2,177432,10,666.7
2854,0,880981,4,68.92
2855,0,255933,9,588.8700000000001
2855,1,276066,5,276.3
2855,2,192239,14,643.7199999999999
2855,3,994747,2,198.04
2855,4,611458,9,125.28
2855,5,523741,4,65.92
2855,6,512794,6,90.36
2856,0,859001,13,393.51
2856,1,753886,15,204.9
2856,2,389369,7,600.74
2856,3,991521,5,134.1
2856,4,984370,11,23.32
2856,5,992721,3,5.040000000000001
2856,6,592760,4,22.68
2856,7,377331,18,42.300000000000004
2856,8,670145,16,1338.24
2857,0,646149,3,20.28
2857,1,237358,2,51.78
2857,2,662279,2,12.94
2857,3,290074,14,589.82
2858,0,93514,5,188.1
2858,1,73140,3,295.79999999999995
2858,2,345534,11,99.11
2858,3,251200,14,1230.18
2858,4,306276,7,501.40999999999997
2859,0,524697,16,927.68
2860,0,617726,11,484.10999999999996
2860,1,177507,18,1324.08
2860,2,242068,4,283.04
2860,3,133661,5,303.95
2860,4,683203,19,998.83
2860,5,968285,15,507.9
2860,6,756036,7,573.7199999999999
2861,0,948169,7,266.21000000000004
2862,0,134163,3,119.22
2863,0,910340,5,215.75
2863,1,713532,15,1112.7
2863,2,425552,8,247.84
2863,3,900011,7,209.01999999999998
2863,4,725085,16,703.68
2863,5,58330,15,1271.8500000000001
2863,6,484241,11,309.54
2863,7,480040,10,410.20000000000005
2863,8,814772,7,269.35999999999996
2864,0,776283,13,5.8500000000000005
2864,1,71729,13,403
2864,2,967887,9,651.15
2865,0,466431,6,234.71999999999997
2865,1,298947,5,94.39999999999999
2865,2,127218,18,1628.64
2865,3,971336,5,142.20000000000002
2866,0,161496,12,14.16
2866,1,695613,12,517.4399999999999
2866,2,297217,7,533.96
2866,3,866715,2,57.92
2866,4,703006,8,56.24
2866,5,46586,1,54.84
2866,6,805173,5,286.05
2866,7,90185,19,135.47
2866,8,712625,12,425.28
2867,0,455111,10,699.8000000000001
2867,1,794680,2,136.76
2867,2,588368,7,563.36
2867,3,598975,10,89.2
2867,4,728564,11,47.63
2867,5,366108,2,42.92
2867,6,95185,15,1307.7
2868,0,608673,4,334.16
2868,1,77733,12,690.48
2868,2,234550,4,102.44
2868,3,122746,9,130.95000000000002
2868,4,182482,17,6.46
2868,5,397760,18,520.02
2868,6,651505,12,381.96
2868,7,293093,3,253.79999999999998
2869,0,468704,8,150.48
2869,1,667075,6,473.58000000000004
2869,2,780204,8,576.96
2869,3,342336,7,683.41
2869,4,483916,9,718.65
2869,5,919392,1,11.03
2870,0,82217,3,3.3899999999999997
2870,1,121045,2,140.22
2870,2,626233,6,177
2870,3,298320,8,521.76
2870,4,447637,12,463.08000000000004
2871,0,596564,4,284.96
2871,1,567711,7,247.24
2871,2,399556,13,268.06
2871,3,840090,6,68.64
2871,4,778940,16,125.92
2871,5,368132,14,335.44
2871,6,786966,15,1350.6000000000001
2871,7,20768,17,325.21
2872,0,152399,11,412.72
2873,0,992638,13,531.57
2873,1,563804,16,1272.8
2873,2,699159,8,468.24
2873,3,468069,7,145.04
2873,4,458293,11,894.3
2873,5,68803,14,489.15999999999997
2874,0,678885,11,721.49
2875,0,441874,4,89.56
2875,1,100225,17,371.62
2875,2,535281,11,994.18
2875,3,562006,8,262.32
2875,4,618374,12,809.4000000000001
2875,5,721964,12,1081.68
2876,0,46785,12,555.48
2876,1,242323,15,1434.75
2876,2,2870,2,119.5
2876,3,565262,2,11.74
2876,4,32899,12,145.56
2876,5,480494,12,575.64
2876,6,95160,16,49.6
2877,0,40603,3,110.10000000000001
2877,1,409906,10,53.5
2877,2,63278,8,376.08
2877,3,283818,10,55
2877,4,301176,4,364.08
2877,5,412767,8,112.08
2877,6,960806,7,475.37
2877,7,259101,10,650.8
2877,8,290229,4,392.8
2878,0,258064,7,121.94000000000001
2878,1,839220,18,1675.98
2878,2,891680,3,287.52
2878,3,484404,16,995.04
2878,4,955207,14,1309.7
2878,5,435250,16,1147.52
2879,0,619185,15,421.2
2879,1,740390,14,616.2800000000001
2879,2,895019,18,79.02
2879,3,957925,2,15.34
2879,4,154936,3,225.81
2879,5,791083,5,206.70000000000002
2880,0,516505,3,99.21000000000001
2880,1,984046,17,939.25
2880,2,791951,4,20.16
2880,3,494135,13,1221.22
2881,0,522098,18,812.52
2881,1,790364,4,247.68
2881,2,518702,5,139
2881,3,90528,6,22.86
2881,4,271873,11,987.0300000000001
2881,5,416511,11,312.73
2881,6,522063,17,1070.6599999999999
2881,7,47877,13,523.64
2881,8,519008,16,827.2
2882,0,995431,2,123.46
2883,0,483164,14,679.4200000000001
2883,1,956055,8,605.04
2883,2,845535,1,46.71
2883,3,358716,16,1251.2
2884,0,270627,7,7.21
2884,1,396056,6,507
2884,2,77177,6,117.18
2884,3,30022,12,771.96
2884,4,702893,3,51.21
2884,5,609014,15,268.35
2885,0,563740,18,139.5
2885,1,925399,13,280.28
2885,2,338687,3,90.17999999999999
2885,3,840165,16,328.96
2885,4,566516,10,744.4
2885,5,922679,12,1155.72
2885,6,866541,12,889.8000000000001
2885,7,959918,19,1503.2800000000002
2886,0,264881,17,1533.4
2886,1,619228,6,542.16
2886,2,670174,4,38.52
2886,3,354802,1,54.3
2886,4,882538,10,970.6999999999999
2887,0,432440,4,196.6
2888,0,623084,8,389.84
2888,1,898315,2,49.12
2888,2,661780,8,606.88
2888,3,783972,4,296.56
2889,0,490197,3,231.84
2889,1,59273,13,215.27999999999997
2889,2,215860,7,615.93
2889,3,867274,1,14.31
2889,4,444124,13,543.79
2889,5,601688,2,176.28
2889,6,563907,17,1029.69
2889,7,254561,15,238.5
2889,8,16344,18,1412.82
2890,0,423608,17,1508.92
2890,1,684317,12,650.64
2890,2,733120,5,427.5
2890,3,140712,19,1586.8799999999999
2891,0,196195,5,429
2891,1,366001,16,1044
2891,2,761360,6,240.42000000000002
2891,3,374327,15,179.25
2891,4,713920,13,530.14
2892,0,168400,18,236.52
2892,1,591561,7,25.27
2892,2,228447,15,1182.75
2892,3,39674,10,298.7
2892,4,636210,9,838.6200000000001
2892,5,638321,14,239.68
2892,6,536554,15,721.95
2892,7,392906,17,664.7
2893,0,729090,1,22.53
2893,1,285863,7,349.78999999999996
2893,2,830929,10,868.3
2893,3,698085,2,88.7
2893,4,357044,15,234
2893,5,62056,14,556.36
2893,6,92088,4,54.72
2893,7,453556,16,1203.84
2894,0,689874,8,415.68
2894,1,315020,6,324.78000000000003
2894,2,818214,16,822.08
2894,3,682153,6,397.20000000000005
2894,4,301056,11,1096.48
2895,0,407653,8,90.88
2896,0,760766,14,304.78
2896,1,78520,1,66.65
2896,2,835847,6,397.74
2896,3,77855,11,34.65
2897,0,109788,10,315.1
2897,1,643124,5,252.5
2897,2,521782,18,1679.7599999999998
2897,3,251483,3,133.82999999999998
2898,0,117991,13,999.57
2898,1,45336,12,294.71999999999997
2898,2,860420,3,1.77
2899,0,81724,19,1045.76
2900,0,974863,5,137.20000000000002
2900,1,251236,5,309.34999999999997
2900,2,379408,6,484.26
2900,3,990721,17,745.62
2900,4,679194,8,530.72
2900,5,470379,14,987.5600000000001
2900,6,509421,17,113.05000000000001
2900,7,392720,9,835.92
2901,0,449829,19,1896.2
2901,1,288816,6,205.20000000000002
2901,2,87150,11,384.45000000000005
2902,0,450405,18,1254.6000000000001
2902,1,670698,10,3.7
2902,2,812778,5,185.15
2903,0,725811,2,93.82
2904,0,996282,8,391.92
2904,1,907056,18,1699.02
2904,2,527418,17,1115.03
2904,3,547244,8,653.36
2905,0,748675,16,1142.24
2905,1,100144,6,14.879999999999999
2905,2,664752,18,1098.3600000000001
2905,3,413394,15,540.3000000000001
2905,4,536092,16,1484.8
2905,5,755314,16,1491.68
2905,6,597083,15,1300.8
2905,7,172784,8,263.44
2906,0,526346,8,11.120000000000001
2906,1,510794,18,1761.48
2906,2,132727,10,117.2
2906,3,32980,12,658.3199999999999
2906,4,428673,5,78.94999999999999
2907,0,753246,8,115.12
2907,1,893043,3,138.93
2907,2,278042,13,57.589999999999996
2907,3,534789,17,601.46
2908,0,589915,10,901.3
2908,1,836995,8,684.4
2908,2,556322,2,198.7
2908,3,10951,9,499.95
2908,4,350733,11,1029.8200000000002
2909,0,187057,19,1113.21
2909,1,625353,16,362.72
2909,2,370627,10,532
2909,3,130313,7,597.24
2909,4,303925,10,298.6
2910,0,325838,8,512.72
2910,1,455046,6,220.86
2910,2,258766,10,827.0999999999999
2911,0,662502,5,66.75
2911,1,94016,13,241.01999999999998
2911,2,606031,16,714.72
2911,3,920506,1,25.3
2911,4,64764,2,68.16
2911,5,94136,4,248.28
2911,6,436519,10,555.2
2911,7,277716,9,164.52
2911,8,903779,18,1578.6000000000001
2912,0,587166,18,1330.92
2912,1,126054,10,824.5
2912,2,326959,3,291.36
2912,3,700409,12,1011.5999999999999
2912,4,175969,18,746.28
2912,5,440456,9,855.8100000000001
2912,6,878667,19,1272.81
2913,0,213646,9,563.6700000000001
2913,1,545943,19,1350.52
2913,2,126559,11,1097.69
2913,3,818090,17,429.08
2913,4,785531,19,479.75
2913,5,313515,17,807.84
2914,0,102720,13,194.48000000000002
2914,1,915157,18,1431
2914,2,585698,1,93.62
2915,0,751118,12,753.84
2915,1,931229,17,556.92
2915,2,676073,14,149.94
2915,3,339873,4,76.24
2915,4,511706,18,325.08
2915,5,663221,13,1132.56
2915,6,721124,13,541.4499999999999
2915,7,509577,5,445.55
2915,8,444371,15,1231.8000000000002
2916,0,581000,16,272.96
2917,0,486420,10,885.1999999999999
2918,0,873808,18,1294.3799999999999
2918,1,310408,3,165.75
2918,2,160660,17,26.86
2918,3,21592,15,1292.55
2918,4,920154,11,147.4
2918,5,946410,19,1431.27
2918,6,410942,19,30.78
2918,7,511857,12,216.71999999999997
2918,8,826703,9,338.13
2919,0,257152,8,522.32
2920,0,678732,10,226.6
2920,1,225035,11,481.03
2920,2,208298,1,36.11
2920,3,458214,14,291.34
2920,4,744091,14,794.0799999999999
2920,5,536009,13,1066.39
2921,0,908238,6,368.64
2921,1,999002,4,378.92
2921,2,452387,19,615.79
2921,3,260864,19,736.4399999999999
2921,4,123765,1,3.42
2921,5,668672,15,193.95
2921,6,852802,9,674.1899999999999
2922,0,259550,5,403.45
2922,1,870753,4,68.92
2922,2,973053,13,333.58
2922,3,5181,2,5.68
2922,4,681593,1,93.83
2923,0,346034,2,84.58
2923,1,662508,13,797.81
2923,2,471009,19,1517.1499999999999
2923,3,958876,17,1101.77
2924,0,326395,14,695.1
2924,1,30560,5,217.54999999999998
2924,2,617946,18,309.24
2924,3,606418,7,473.62
2925,0,152451,10,5.8
2925,1,908119,9,256.40999999999997
2925,2,742631,19,512.81
2925,3,940718,8,97.6
2925,4,846715,10,160.6
2926,0,621427,18,752.9399999999999
2926,1,593946,14,10.92
2926,2,196129,10,181
2926,3,852755,6,314.76
2927,0,386362,7,634.76
2927,1,42174,5,62.75
2927,2,363436,13,521.56
2928,0,866825,3,64.98
2928,1,570686,9,627.39
2928,2,436716,18,885.96
2928,3,60609,1,54.65
2928,4,842458,7,181.37
2928,5,33153,19,1664.9699999999998
2929,0,681460,18,417.06000000000006
2930,0,417726,19,826.1199999999999
2930,1,835333,14,170.1
2930,2,644213,1,98.38
2931,0,365169,13,625.3000000000001
2931,1,634775,1,29.38
2931,2,71473,12,740.4000000000001
2931,3,136102,13,174.46
2931,4,371682,7,375.76
2931,5,29854,16,736.64
2931,6,677595,15,1377.75
2932,0,356499,17,149.60000000000002
2932,1,817656,3,98.07
2932,2,145280,16,1411.36
2932,3,29404,1,36.98
2933,0,440163,11,336.15999999999997
2933,1,402629,2,2.06
2933,2,136294,6,223.32
2933,3,195131,1,42.35
2933,4,734352,5,301.5
2933,5,45796,6,470.04
2934,0,435685,1,37.01
2934,1,243664,19,138.89
2934,2,437580,7,230.72
2934,3,222422,14,1188.88
2934,4,916732,17,28.39
2934,5,673394,12,1033.56
2934,6,566960,1,25.63
2934,7,579199,6,527.28
2934,8,47989,9,142.74
2935,0,948617,15,1260.6000000000001
2935,1,296741,8,266.32
2936,0,295692,19,221.16000000000003
2936,1,715871,16,1192.64
2936,2,705133,16,1219.36
2936,3,854140,11,536.9100000000001
2936,4,486320,3,109.05000000000001
2936,5,356061,10,600.5
2937,0,37009,5,242.7
2937,1,655607,16,853.92
2937,2,784751,13,1025.44
2937,3,318356,5,270.4
2937,4,376907,7,463.26000000000005
2937,5,456332,5,117.44999999999999
2938,0,743079,11,192.28
2938,1,700932,16,570.56
2938,2,671758,1,99.11
2939,0,404535,15,727.1999999999999
2939,1,635975,18,1743.3
2939,2,956998,15,1057.8
2939,3,676850,7,554.61
2939,4,740504,17,67.83
2939,5,656121,7,244.36999999999998
2939,6,396067,5,191
2940,0,643598,3,180.75
2940,1,743731,5,448.65000000000003
2941,0,970238,13,1028.95
2941,1,854636,14,865.9
2942,0,199009,17,1595.62
2942,1,546250,9,603.09
2942,2,327189,10,874.0999999999999
2942,3,94152,1,23.46
2942,4,440615,9,804.24
2942,5,627084,3,77.42999999999999
2942,6,457738,6,232.26
2942,7,158256,10,628.5
2943,0,452244,11,1086.25
2943,1,697353,12,1144.1999999999998
2944,0,939231,4,106.2
2944,1,113374,7,50.89
2944,2,889970,12,420.12
2944,3,86950,7,184.94
2944,4,212248,2,7.4399999999999995
2944,5,531037,8,474.64
2944,6,340805,13,381.55
2945,0,142633,4,240
2945,1,641481,14,52.5
2946,0,927686,9,649.89
2947,0,591443,15,222.45
2947,1,936225,19,1702.02
2947,2,603409,10,566.3000000000001
2947,3,797920,10,261.3
2947,4,134184,19,401.28000000000003
2947,5,580784,13,651.82
2948,0,456253,11,1061.17
2948,1,727747,15,960.3
2948,2,177012,15,637.65
2948,3,725528,1,19.91
2948,4,648372,12,147.96
2948,5,572623,8,572.56
2948,6,550262,1,63.9
2948,7,750571,18,1735.92
2948,8,548197,18,1722.2400000000002
2949,0,500583,3,256.89
2949,1,853582,1,28.25
2950,0,60477,16,566.72
2950,1,890043,8,437.76
2950,2,927566,4,245.76
2950,3,911676,13,426.66
2950,4,774293,17,901.68
2950,5,982497,8,324.32
2950,6,384341,14,1259.1599999999999
2950,7,856835,8,594.4
2950,8,300144,19,744.23
2951,0,547268,16,1139.84
2951,1,589835,2,189.8
2951,2,221396,1,81.76
2951,3,734456,13,132.73000000000002
2951,4,117799,7,627.48
2951,5,603719,15,785.55
2952,0,325144,8,34.72
2952,1,425756,5,256.65
2953,0,832785,3,256.46999999999997
2953,1,168724,10,807.9000000000001
2953,2,205235,11,982.52
2953,3,795547,15,45.75
2953,4,556431,9,364.23
2954,0,239071,10,950.3
2954,1,746498,19,1055.64
2955,0,873631,14,1067.22
2955,1,249412,8,553.76
2955,2,617796,18,1614.42
2955,3,370611,6,102
2955,4,353178,4,212.92
2955,5,675559,14,549.2199999999999
2955,6,176683,19,576.46
2955,7,132841,4,249.72
2955,8,765837,8,494.32
2956,0,30522,1,26.61
2956,1,89659,13,1018.1599999999999
2956,2,12,18,1441.2599999999998
2956,3,289037,14,584.2199999999999
2956,4,439923,16,147.36
2956,5,702191,2,122.84
2956,6,4474,2,85.48
2956,7,221575,5,279.5
2957,0,456220,17,113.72999999999999
2957,1,660338,3,264.87
2957,2,296934,19,1130.88
2957,3,8700,4,284.36
2958,0,216276,11,70.4
2958,1,27542,19,1409.8
2958,2,690611,14,659.96
2958,3,800909,13,407.16
2959,0,447077,7,355.95
2959,1,293206,1,49.14
2959,2,19090,17,257.03999999999996
2959,3,898472,17,841.33
2959,4,863436,8,346.48
2959,5,887895,1,28.36
2959,6,530841,6,309.24
2960,0,385951,1,73.5
2960,1,648104,5,13.65
2960,2,409778,6,348.06
2960,3,393602,4,145.6
2961,0,308974,8,575.04
2961,1,874146,5,354.54999999999995
2961,2,3742,17,1069.98
2961,3,896107,1,33.84
2961,4,747384,8,518.08
2961,5,439971,15,896.25
2961,6,354058,15,1179.3000000000002
2961,7,678059,19,1352.42
2962,0,361233,8,704.8
2962,1,143256,16,1117.6
2962,2,101141,17,648.38
2962,3,417195,5,364.4
2962,4,181350,12,1159.44
2962,5,293130,13,435.11
2962,6,34700,9,838.26
2962,7,867260,8,611.04
2963,0,742449,14,984.0600000000001
2963,1,320817,6,470.22
2963,2,264812,19,1236.14
2963,3,955497,13,451.23
2963,4,962017,19,1332.4699999999998
2963,5,529574,17,1273.8100000000002
2964,0,359086,14,333.34
2964,1,874116,9,475.65000000000003
2964,2,382907,5,239.1
2964,3,485697,13,1060.67
2964,4,776990,8,769.28
2964,5,840750,13,1034.28
2964,6,307952,5,222.3
2965,0,511641,11,1071.29
2965,1,766530,14,441.7
2965,2,469973,8,746.64
2965,3,59093,14,1133.86
2965,4,410961,12,127.92
2965,5,590371,3,103.26
2965,6,216921,4,366.28
2965,7,41691,16,539.68
2965,8,753677,18,916.92
2966,0,514332,15,870.9000000000001
2966,1,118068,7,414.60999999999996
2966,2,527751,5,106.85000000000001
2966,3,199674,10,357.40000000000003
2966,4,308165,16,575.68
2966,5,995680,18,57.06
2966,6,700691,2,191.72
2966,7,387392,16,886.4
2967,0,738522,9,161.82
2967,1,539976,6,385.32
2967,2,667240,8,379.84
2967,3,584905,9,130.04999999999998
2967,4,462030,14,722.68
2967,5,857007,4,373.92
2967,6,382937,3,32.46
2967,7,724765,2,162.3
2967,8,585562,17,511.70000000000005
2968,0,443827,5,311.05
2968,1,709835,10,158.3
2968,2,537652,2,46.78
2968,3,326347,9,844.65
2968,4,573486,1,4.7
2968,5,237402,14,661.7800000000001
2968,6,997571,4,321.08
2968,7,239753,5,348.45
2968,8,351409,7,107.03
2969,0,989452,5,344.25
2969,1,986006,10,790.4000000000001
2969,2,978027,17,795.43
2969,3,18459,7,312.13
2969,4,390286,1,12.01
2969,5,217280,18,273.96000000000004
2970,0,293887,14,104.72
2970,1,454085,18,1755.72
2970,2,564499,12,479.28
2970,3,893057,8,347.44
2970,4,544207,19,1770.9899999999998
2970,5,642763,13,195.39
2970,6,305869,1,33.24
2971,0,912464,18,1659.6000000000001
2971,1,695004,10,245.39999999999998
2971,2,674980,5,221.70000000000002
2971,3,966010,16,476.48
2971,4,801447,14,54.6
2972,0,862961,12,649.2
2972,1,256609,16,408
2972,2,798473,5,153.2
2972,3,740257,2,81.68
2972,4,191554,1,19.35
2972,5,695425,17,611.32
2972,6,504762,18,1795.14
2973,0,774705,16,1327.36
2974,0,970317,18,320.58
2974,1,651272,6,590.46
2974,2,163713,5,298.5
2974,3,840176,2,0.42
2974,4,647601,15,1307.25
2974,5,984177,14,438.2
2974,6,428821,3,192.39
2974,7,423601,6,186
2974,8,240529,16,816
2975,0,387211,13,105.3
2975,1,953633,1,40.08
2975,2,122686,11,688.38
2975,3,611642,15,1273.35
2975,4,809196,17,1600.5500000000002
2976,0,810626,11,780.7800000000001
2977,0,524011,8,65.28
2977,1,606113,14,745.0799999999999
2977,2,471167,13,255.84
2977,3,255187,4,267
2978,0,522479,18,138.6
2978,1,782997,10,440.7
2979,0,751778,7,220.08
2979,1,989785,16,1156
2979,2,381660,2,122.18
2979,3,380628,3,38.19
2979,4,197354,8,347.76
2979,5,788741,18,258.84000000000003
2980,0,332245,15,566.1
2980,1,327341,3,40.980000000000004
2980,2,482021,13,633.1
2980,3,269765,2,98.98
2980,4,65699,16,1049.44
2980,5,209729,6,180.60000000000002
2980,6,738903,11,113.41000000000001
2981,0,440679,10,689.5999999999999
2981,1,938428,3,115.41
2981,2,330315,2,97.44
2982,0,461775,14,1138.0600000000002
2982,1,593362,19,979.26
2982,2,667085,6,111.84
2982,3,302400,3,129.60000000000002
2982,4,96225,1,68.1
2982,5,363266,8,774
2982,6,768305,18,1224
2982,7,710842,9,55.26
